Character,Body,Tires,Glider,"Speed","Speed (Water)","Speed (Air)","Speed (Anti-Gravity)","Acceleration","Weight","Handling","Handling (Water)","Handling (Air)","Handling (Anti-Gravity)","Traction","Mini-Turbo","Invincibility"
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Sponge,Super Glider/Waddle Wing/Hylian Kite,4,4,5,3.75,3.25,3.5,3,2.25,3.25,3,4,4,4
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Sponge,Wario Wing/Plane Glider/Gold Glider/Paraglider,4,3.75,5,4,3.25,3.75,3,2.5,3.25,2.75,3.75,4,4
Rosalina/King Boo/Link/Pauline,300 SL Roadster,GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4.5,4.5,4.25,3.5,3.5,3.25,2.75,3.5,3.25,3.75,4,4
Rosalina/King Boo/Link/Pauline,300 SL Roadster,GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,4.25,4.5,4.25,3.5,3.75,3.25,3,3.5,3,3.5,4,4
Rosalina/King Boo/Link/Pauline,300 SL Roadster,GLA Tires,Super Glider/Waddle Wing/Hylian Kite,4.25,4.5,4.75,4,3.25,3.75,3.25,2.75,3.25,3.25,3.75,3.75,4.25
Rosalina/King Boo/Link/Pauline,300 SL Roadster,GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,4.25,4.75,4.25,3.25,4,3.25,3,3.25,3,3.5,3.75,4.25
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Standard/Blue Standard,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4.5,4.5,4.25,3.5,3.5,3.25,2.75,3.5,3.25,3.75,4,3.75
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Standard/Blue Standard,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,4.25,4.5,4.25,3.5,3.75,3.25,3,3.5,3,3.5,4,3.75
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Standard/Blue Standard,Super Glider/Waddle Wing/Hylian Kite,4.25,4.5,4.75,4,3.25,3.75,3.25,2.75,3.25,3.25,3.75,3.75,4
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Standard/Blue Standard,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,4.25,4.75,4.25,3.25,4,3.25,3,3.25,3,3.5,3.75,4
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.25,4.25,4.75,3,3.5,3.5,3,3.75,3.25,2.75,3.75,4
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4,4.25,4.75,3,3.75,3.5,3.25,3.75,3,2.5,3.75,4
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,4.5,4.25,4.5,4.5,2.75,3.75,3.5,3,3.5,3.25,2.75,3.5,4.25
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4,4.5,4.75,2.75,4,3.5,3.25,3.5,3,2.5,3.5,4.25
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Monster/Hot Monster,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.25,4,4.25,3,4,2.5,2.25,3,2.5,4.25,3.75,4.25
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Monster/Hot Monster,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4,4,4.25,3,4.25,2.5,2.5,3,2.25,4,3.75,4.25
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Monster/Hot Monster,Super Glider/Waddle Wing/Hylian Kite,4.5,4.25,4.25,4,2.75,4.25,2.5,2.25,2.75,2.5,4.25,3.5,4.5
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Monster/Hot Monster,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4,4.25,4.25,2.75,4.5,2.5,2.5,2.75,2.25,4,3.5,4.5
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.25,4,4.25,3,4,2.5,2.25,3,2.5,4.25,3.75,4
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4,4,4.25,3,4.25,2.5,2.5,3,2.25,4,3.75,4
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,4.5,4.25,4.25,4,2.75,4.25,2.5,2.25,2.75,2.5,4.25,3.5,4.25
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4,4.25,4.25,2.75,4.5,2.5,2.5,2.75,2.25,4,3.5,4.25
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Off-Road/Retro Off-Road,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.75,4,4.25,3.25,3.75,2.75,2.25,3.25,3,4,3.75,4.25
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Off-Road/Retro Off-Road,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.5,4,4.25,3.25,4,2.75,2.5,3.25,2.75,3.75,3.75,4.25
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Off-Road/Retro Off-Road,Super Glider/Waddle Wing/Hylian Kite,4.5,4.75,4.25,4,3,4,2.75,2.25,3,3,4,3.5,4.5
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Off-Road/Retro Off-Road,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.5,4.25,4.25,3,4.25,2.75,2.5,3,2.75,3.75,3.5,4.5
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.75,4,4.25,3.25,3.75,2.75,2.25,3.25,3,4,3.75,4
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.5,4,4.25,3.25,4,2.75,2.5,3.25,2.75,3.75,3.75,4
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,4.5,4.75,4.25,4,3,4,2.75,2.25,3,3,4,3.5,4.25
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.5,4.25,4.25,3,4.25,2.75,2.5,3,2.75,3.75,3.5,4.25
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Metal,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.5,4.5,4.25,4,2.5,4,3,2.5,2.75,2.75,3,3.5,4.25
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Metal,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.5,4.25,4.25,4,2.5,4.25,3,2.75,2.75,2.5,2.75,3.5,4.25
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Metal,Super Glider/Waddle Wing/Hylian Kite,4.75,4.5,4.5,3.75,2.25,4.25,3,2.5,2.5,2.75,3,3.25,4.5
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Metal,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.75,4.25,4.5,4,2.25,4.5,3,2.75,2.5,2.5,2.75,3.25,4.5
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.5,4.5,4.25,4,2.5,4,3,2.5,2.75,2.75,3,3.5,4
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.5,4.25,4.25,4,2.5,4.25,3,2.75,2.75,2.5,2.75,3.5,4
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Gold Tires,Super Glider/Waddle Wing/Hylian Kite,4.75,4.5,4.5,3.75,2.25,4.25,3,2.5,2.5,2.75,3,3.25,4.25
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.75,4.25,4.5,4,2.25,4.5,3,2.75,2.5,2.5,2.75,3.25,4.25
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.5,3.75,3.75,4.75,2.75,3.75,3,2,3,3,2.5,3.5,4
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.5,3.5,3.75,4.75,2.75,4,3,2.25,3,2.75,2.25,3.5,4
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,4.75,3.75,4,4.5,2.5,4,3,2,2.75,3,2.5,3.25,4.25
Rosalina/King Boo/Link/Pauline,300 SL Roadster,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.75,3.5,4,4.75,2.5,4.25,3,2.25,2.75,2.75,2.25,3.25,4.25
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.5,4.5,4.5,3.75,4,3,3.5,3,3.75,3.5,3.5,4.5,2.5
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.5,4.25,4.5,3.75,4,3.25,3.5,3.25,3.75,3.25,3.25,4.5,2.5
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,3.75,4.5,4.75,3.5,3.75,3.25,3.5,3,3.5,3.5,3.5,4.25,2.75
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,3.75,4.25,4.75,3.75,3.75,3.5,3.5,3.25,3.5,3.25,3.25,4.25,2.75
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Leaf Tires/Button,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.75,4.25,4.25,4.25,3.75,3,3.25,2.75,3.25,3.5,3.25,4.25,3.25
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Leaf Tires/Button,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.75,4,4.25,4.25,3.75,3.25,3.25,3,3.25,3.25,3,4.25,3.25
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Leaf Tires/Button,Super Glider/Waddle Wing/Hylian Kite,4,4.25,4.5,4,3.5,3.25,3.25,2.75,3,3.5,3.25,4,3.5
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Leaf Tires/Button,Wario Wing/Plane Glider/Gold Glider/Paraglider,4,4,4.5,4.25,3.5,3.5,3.25,3,3,3.25,3,4,3.5
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.75,4,4.75,4,3.5,3.25,3,2.25,3.5,3,4,4.25,4
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.75,3.75,4.75,4,3.5,3.5,3,2.5,3.5,2.75,3.75,4.25,4
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Cushion,Super Glider/Waddle Wing/Hylian Kite,4,4,5,3.75,3.25,3.5,3,2.25,3.25,3,4,4,4.25
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,4,3.75,5,4,3.25,3.75,3,2.5,3.25,2.75,3.75,4,4.25
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Sponge,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.75,4,4.75,4,3.5,3.25,3,2.25,3.5,3,4,4.25,3.5
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Sponge,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.75,3.75,4.75,4,3.5,3.5,3,2.5,3.5,2.75,3.75,4.25,3.5
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Sponge,Super Glider/Waddle Wing/Hylian Kite,4,4,5,3.75,3.25,3.5,3,2.25,3.25,3,4,4,3.75
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Sponge,Wario Wing/Plane Glider/Gold Glider/Paraglider,4,3.75,5,4,3.25,3.75,3,2.5,3.25,2.75,3.75,4,3.75
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4.5,4.5,4.25,3.5,3.5,3.25,2.75,3.5,3.25,3.75,4,3.75
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,4.25,4.5,4.25,3.5,3.75,3.25,3,3.5,3,3.5,4,3.75
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,GLA Tires,Super Glider/Waddle Wing/Hylian Kite,4.25,4.5,4.75,4,3.25,3.75,3.25,2.75,3.25,3.25,3.75,3.75,4
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,4.25,4.75,4.25,3.25,4,3.25,3,3.25,3,3.5,3.75,4
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Standard/Blue Standard,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4.5,4.5,4.25,3.5,3.5,3.25,2.75,3.5,3.25,3.75,4,3.5
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Standard/Blue Standard,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,4.25,4.5,4.25,3.5,3.75,3.25,3,3.5,3,3.5,4,3.5
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Standard/Blue Standard,Super Glider/Waddle Wing/Hylian Kite,4.25,4.5,4.75,4,3.25,3.75,3.25,2.75,3.25,3.25,3.75,3.75,3.75
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Standard/Blue Standard,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,4.25,4.75,4.25,3.25,4,3.25,3,3.25,3,3.5,3.75,3.75
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.25,4.25,4.75,3,3.5,3.5,3,3.75,3.25,2.75,3.75,3.75
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4,4.25,4.75,3,3.75,3.5,3.25,3.75,3,2.5,3.75,3.75
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,4.5,4.25,4.5,4.5,2.75,3.75,3.5,3,3.5,3.25,2.75,3.5,4
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4,4.5,4.75,2.75,4,3.5,3.25,3.5,3,2.5,3.5,4
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Monster/Hot Monster,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.25,4,4.25,3,4,2.5,2.25,3,2.5,4.25,3.75,4
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Monster/Hot Monster,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4,4,4.25,3,4.25,2.5,2.5,3,2.25,4,3.75,4
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Monster/Hot Monster,Super Glider/Waddle Wing/Hylian Kite,4.5,4.25,4.25,4,2.75,4.25,2.5,2.25,2.75,2.5,4.25,3.5,4.25
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Monster/Hot Monster,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4,4.25,4.25,2.75,4.5,2.5,2.5,2.75,2.25,4,3.5,4.25
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.25,4,4.25,3,4,2.5,2.25,3,2.5,4.25,3.75,3.75
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4,4,4.25,3,4.25,2.5,2.5,3,2.25,4,3.75,3.75
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,4.5,4.25,4.25,4,2.75,4.25,2.5,2.25,2.75,2.5,4.25,3.5,4
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4,4.25,4.25,2.75,4.5,2.5,2.5,2.75,2.25,4,3.5,4
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Off-Road/Retro Off-Road,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.75,4,4.25,3.25,3.75,2.75,2.25,3.25,3,4,3.75,4
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Off-Road/Retro Off-Road,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.5,4,4.25,3.25,4,2.75,2.5,3.25,2.75,3.75,3.75,4
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Off-Road/Retro Off-Road,Super Glider/Waddle Wing/Hylian Kite,4.5,4.75,4.25,4,3,4,2.75,2.25,3,3,4,3.5,4.25
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Off-Road/Retro Off-Road,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.5,4.25,4.25,3,4.25,2.75,2.5,3,2.75,3.75,3.5,4.25
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.75,4,4.25,3.25,3.75,2.75,2.25,3.25,3,4,3.75,3.75
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.5,4,4.25,3.25,4,2.75,2.5,3.25,2.75,3.75,3.75,3.75
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,4.5,4.75,4.25,4,3,4,2.75,2.25,3,3,4,3.5,4
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.5,4.25,4.25,3,4.25,2.75,2.5,3,2.75,3.75,3.5,4
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Metal,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.5,4.5,4.25,4,2.5,4,3,2.5,2.75,2.75,3,3.5,4
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Metal,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.5,4.25,4.25,4,2.5,4.25,3,2.75,2.75,2.5,2.75,3.5,4
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Metal,Super Glider/Waddle Wing/Hylian Kite,4.75,4.5,4.5,3.75,2.25,4.25,3,2.5,2.5,2.75,3,3.25,4.25
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Metal,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.75,4.25,4.5,4,2.25,4.5,3,2.75,2.5,2.5,2.75,3.25,4.25
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.5,4.5,4.25,4,2.5,4,3,2.5,2.75,2.75,3,3.5,3.75
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.5,4.25,4.25,4,2.5,4.25,3,2.75,2.75,2.5,2.75,3.5,3.75
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Gold Tires,Super Glider/Waddle Wing/Hylian Kite,4.75,4.5,4.5,3.75,2.25,4.25,3,2.5,2.5,2.75,3,3.25,4
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.75,4.25,4.5,4,2.25,4.5,3,2.75,2.5,2.5,2.75,3.25,4
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.5,3.75,3.75,4.75,2.75,3.75,3,2,3,3,2.5,3.5,3.75
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.5,3.5,3.75,4.75,2.75,4,3,2.25,3,2.75,2.25,3.5,3.75
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,4.75,3.75,4,4.5,2.5,4,3,2,2.75,3,2.5,3.25,4
Rosalina/King Boo/Link/Pauline,Standard Kart/The Duke,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.75,3.5,4,4.75,2.5,4.25,3,2.25,2.75,2.75,2.25,3.25,4
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.5,4.75,4.5,3.75,3.5,3.25,3.75,3.5,3.75,3.5,4.5,4.5,2.75
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.5,4.5,4.5,3.75,3.5,3.5,3.75,3.75,3.75,3.25,4.25,4.5,2.75
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,3.75,4.75,4.75,3.5,3.25,3.5,3.75,3.5,3.5,3.5,4.5,4.25,3
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,3.75,4.5,4.75,3.75,3.25,3.75,3.75,3.75,3.5,3.25,4.25,4.25,3
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Leaf Tires/Button,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.75,4.5,4.25,4.25,3.25,3.25,3.5,3.25,3.25,3.5,4.25,4.25,3.5
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Leaf Tires/Button,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.75,4.25,4.25,4.25,3.25,3.5,3.5,3.5,3.25,3.25,4,4.25,3.5
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Leaf Tires/Button,Super Glider/Waddle Wing/Hylian Kite,4,4.5,4.5,4,3,3.5,3.5,3.25,3,3.5,4.25,4,3.75
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Leaf Tires/Button,Wario Wing/Plane Glider/Gold Glider/Paraglider,4,4.25,4.5,4.25,3,3.75,3.5,3.5,3,3.25,4,4,3.75
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.75,4.25,4.75,4,3,3.5,3.25,2.75,3.5,3,5,4.25,4.25
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.75,4,4.75,4,3,3.75,3.25,3,3.5,2.75,4.75,4.25,4.25
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Cushion,Super Glider/Waddle Wing/Hylian Kite,4,4.25,5,3.75,2.75,3.75,3.25,2.75,3.25,3,5,4,4.5
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,4,4,5,4,2.75,4,3.25,3,3.25,2.75,4.75,4,4.5
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Sponge,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.75,4.25,4.75,4,3,3.5,3.25,2.75,3.5,3,5,4.25,3.75
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Sponge,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.75,4,4.75,4,3,3.75,3.25,3,3.5,2.75,4.75,4.25,3.75
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Sponge,Super Glider/Waddle Wing/Hylian Kite,4,4.25,5,3.75,2.75,3.75,3.25,2.75,3.25,3,5,4,4
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Sponge,Wario Wing/Plane Glider/Gold Glider/Paraglider,4,4,5,4,2.75,4,3.25,3,3.25,2.75,4.75,4,4
Rosalina/King Boo/Link/Pauline,Tanooki Kart,GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4.75,4.5,4.25,3,3.75,3.5,3.25,3.5,3.25,4.75,4,4
Rosalina/King Boo/Link/Pauline,Tanooki Kart,GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,4.5,4.5,4.25,3,4,3.5,3.5,3.5,3,4.5,4,4
Rosalina/King Boo/Link/Pauline,Tanooki Kart,GLA Tires,Super Glider/Waddle Wing/Hylian Kite,4.25,4.75,4.75,4,2.75,4,3.5,3.25,3.25,3.25,4.75,3.75,4.25
Rosalina/King Boo/Link/Pauline,Tanooki Kart,GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,4.5,4.75,4.25,2.75,4.25,3.5,3.5,3.25,3,4.5,3.75,4.25
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Standard/Blue Standard,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4.75,4.5,4.25,3,3.75,3.5,3.25,3.5,3.25,4.75,4,3.75
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Standard/Blue Standard,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,4.5,4.5,4.25,3,4,3.5,3.5,3.5,3,4.5,4,3.75
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Standard/Blue Standard,Super Glider/Waddle Wing/Hylian Kite,4.25,4.75,4.75,4,2.75,4,3.5,3.25,3.25,3.25,4.75,3.75,4
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Standard/Blue Standard,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,4.5,4.75,4.25,2.75,4.25,3.5,3.5,3.25,3,4.5,3.75,4
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.5,4.25,4.75,2.5,3.75,3.75,3.5,3.75,3.25,3.75,3.75,4
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.25,4.25,4.75,2.5,4,3.75,3.75,3.75,3,3.5,3.75,4
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,4.5,4.5,4.5,4.5,2.25,4,3.75,3.5,3.5,3.25,3.75,3.5,4.25
